"Organização";"Nome";"Descrição";"Tags";"Quantidade Recursos";"Quantidade Reusos";"Quantidade Downloads";"Quantidade Seguidores"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Obra - Habitação";"Mapa com informações georreferenciadas cadastradas na temática de Obra - Habitação. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"MAPPFOR,Obra - Habitação";"1";"0";"4";"0"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Obra - Juventude";"Mapa com informações georreferenciadas cadastradas na temática de Obra - Juventude. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"MAPPFOR,Obra - Juventude";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Obra - Mobilidade";"Mapa com informações georreferenciadas cadastradas na temática de Obra - Mobilidade. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"MAPPFOR,Obra - Mobilidade";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Obra - Saúde";"Mapa com informações georreferenciadas cadastradas na temática de Obra - Saúde. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"MAPPFOR,Obra - Saúde";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Obra - Segurança Cidadã";"Mapa com informações georreferenciadas cadastradas na temática de Obra - Segurança Cidadã. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"MAPPFOR,Obra - Segurança Cidadã";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Obra - Turismo";"Mapa com informações georreferenciadas cadastradas na temática de Obra - Turismo. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"MAPPFOR,Obra - Turismo";"1";"0";"4";"0"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Obra - Urbanismo e Meio Ambiente";"Mapa com informações georreferenciadas cadastradas na temática de Obra - Urbanismo e Meio Ambiente. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"MAPPFOR,Obra - Urbanismo e Meio Ambiente";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Macrozoneamento";"Macrozoneamento municipal definido pelo Plano Diretor Participativo de 2009.";"macrozoneamento,plano diretor,seuma";"1";"0";"5";"0"
"Prefeitura Municipal de Fortaleza";"Malha Cicloviaria";"Malha_cicloviaria,""Malha cicloviária de Fortaleza com informações das ciclovias,, ciclofaixas, ciclorrotas e passeios compartilhados da cidade em formato geojson.""";"malha cicloviaria";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Matrícula Escolar 2015";"Este conjunto de dados representa a matrícula do senso escolar (oficial) das unidades da rede municipal, estratificada por nível de ensino e ano (2015) ";"educacao,matricula";"1";"0";"6";"0"
"Prefeitura Municipal de Fortaleza";"Meio Ambiente - Canais";"São vias construídas para o escoamento das águas pluviais na cidade. Eles desempenham um papel essencial na prevenção de enchentes e alagamentos, contribuindo para a gestão adequada das águas e a preservação da qualidade de vida dos moradores.";"";"1";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"Meio Ambiente - Mangues";"Delimitação dos mangues existentes no município de Fortaleza.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Meio Ambiente - Mangues";"Restituição dos alagados e mangues existentes no ano de 2016 no município de Fortaleza obtidas a partir do levantamento aerofotogramétrico.";"";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"Meio Ambiente - Valas e Drenos";"Restituição das valas e drenos no ano de 2016 no município de Fortaleza obtidas a partir do levantamento aerofotogramétrico.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Meio Ambiente - Valas e Drenos";"Localização dos vales e drenos que compõem a rede de escoamento de água pluvial em Fortaleza.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Meio Ambiente – Canais";"";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Microterritórios do PMPU - Área de atuação";"Localização das áreas de atuação das Torres do Programa Municipal de Proteção Urbana (PMPU)";"segurança,torres";"2";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Mobilidade Urbana - Bicicletas Integradas";"O Bicicleta Integrada promove a integração modal na cidade entre transporte público e bicicletas, com grandes estações de bicicletas compartilhadas próximas a estações de transporte e com cadastro pelo Bilhete Único.";"";"1";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"Mobilidade Urbana - Estações Bicicletar - Mini";"O Sistema de Bicicletas Compartilhadas Mini Bicicletar visa oferecer às crianças da cidade de Fortaleza uma forma de diversão sustentável e não poluente. Queremos incentivar desde cedo os pequenos a criar bons hábitos e se preocupar com o planeta.
As bicicletas possuem rodinhas retráteis que incentivam as crianças a ter autonomia e a criarem o hábito de explorar o mundo por si mesmas.
O Mini Bicicletar é um projeto da Prefeitura de Fortaleza, operado pela empresa Serttel, com o apoio da Unimed Fortaleza.";"";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"Mobilidade Urbana - Estações Bicicletar - Prefeitura";"O Sistema Bicicletar é composto por Estações inteligentes, conectadas a uma central de operações via wireless, alimentadas por energia solar, distribuídas em pontos estratégicos da cidade, onde os Clientes cadastrados podem retirar uma Bicicleta, utilizá-la em seus trajetos e devolvê-la na mesma, ou em outra Estação.";"";"1";"0";"6";"0"
"Prefeitura Municipal de Fortaleza";"Mobilidade Urbana - Estações Bicicletar - UNIMED";"O Sistema Bicicletar é composto por Estações inteligentes, conectadas a uma central de operações via wireless, alimentadas por energia solar, distribuídas em pontos estratégicos da cidade, onde os Clientes cadastrados podem retirar uma Bicicleta, utilizá-la em seus trajetos e devolvê-la na mesma, ou em outra Estação.";"";"1";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"Mobilidade Urbana - Estações de Carros Elétricos Compartilhados - VAMO";"Sistema público de carros elétricos compartilhados.";"";"1";"0";"25";"0"
"Prefeitura Municipal de Fortaleza";"Mobilidade Urbana - Faixas Exclusivas para BRT";"O BRT de Fortaleza é um sistema de Bus Rapid Transit (BRT) localizado na cidade de Fortaleza, constituído por dois corredores expresso de ônibus.";"";"1";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"Mobilidade Urbana - Terminais de Ônibus";"Terminais de integração de transporte público.";"";"1";"0";"8";"0"
"Prefeitura Municipal de Fortaleza";"Movimentação Aeroportuária";"Chegada e partida de passageiros e aeronaves, nacionais e internacionais do aeroporto de Fortaleza.
Série histórica desde 2015~.
Vide dashboard no site do Observatório do Turismo ==> https://observatorio.setfor.fortaleza.ce.gov.br/";"movimemtação aeroportuária,setfor,turismo";"1";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"Movimentação Rodoviária";"Chegadas e partidas de passageiros nos terminais de Fortaleza.
Série histórica desde 2015.
Vide dashboard no site do Observatório do Turismo ==> https://observatorio.setfor.fortaleza.ce.gov.br/";"movimemtação rodoviária,setfor,turismo";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Núcleo de Insalubridade";"O Núcleo de Insalubridade tem como objetivo emitir pareceres técnicos coletivos de salubridade dos órgãos municipais e pareceres técnicos individuais dos servidores que postulem adicionais de insalubridade, periculosidade ou risco de vida.";"insalubridade,laudos,pareceres,periculosidade,salubridade";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"Número de MEI's por Capital Brasileira";"Número de microempreendedores individuais das capitais brasileiras.";"economia,governo";"1";"0";"32";"0"
"Prefeitura Municipal de Fortaleza";"Número de Óbitos por Acidentes de Trânsito em Fortaleza";"Mortalidade - Brasil
Óbitos p/Ocorrênc por Município e Ano do Óbito
Causa - CID-BR-10: . 104 Acidentes de transporte
Período:2010-2019
Taxa municipal de homicídios por cem mil habitantes. Causa - CIDBR-10 (Grandes grupos): V01-V99 Acidentes de transporte por local de ocorrência.
Fonte: Datasus, 2019";"Mobilidade,Segurança";"1";"0";"41";"0"
"Prefeitura Municipal de Fortaleza";"OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA DE FORTALEZA EM 2022";"OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA DE FORTALEZA EM 2022";"SEINF";"1";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA DE FORTALEZA EM 2023";"OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA DE FORTALEZA EM 2023";"SEINF";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"Obras Municipais ou Serviços de Engenharia - 2015";"Este conjunto de dados contem documentação referente as obras municipais e serviços de engenharia ( Sistema de Informações Municipais) - ref. 2015";"governo,obra";"2";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"Ocorrências da Guarda Municipal de Fortaleza – período 2021 a fevereiro de 2024";"Ocorrências da Guarda Municipal de Fortaleza – período 2021 a fevereiro de 2024";"gmf,guarda,ocorrencias,proteção,segurança";"3";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Ocorrências registradas pela Defesa Civil de Fortaleza";"Dados referentes a ocorrências registradas pela Defesa Civil de Fortaleza, organizados por tipo de ocorrência e por período (mês/ano).";"Defesa Civil,Ocorrências";"1";"0";"7";"0"
"Prefeitura Municipal de Fortaleza";"Operações Urbanas Consorciadas - OUC";"Localização das Operações Urbanas Consorciadas - OUC.";"ouc,seuma";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"Ortofoto de Fortaleza";"Corresponde às fotografias ortoretificadas e georreferenciadas obtidas por levantamento aéreo, articulada na escala 1:1000, no município de Fortaleza-CE.";"economia,governo";"1";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"Orçamento Municipal (SIM) - 2014";"Este conjunto de dados contem documentação referente ao orçamento municipal (Sistema de Informações Municipais) - ref. 2014";"economia,governo";"4";"0";"4";"0"
"Prefeitura Municipal de Fortaleza";"Outorga Onerosa de Alteração de Uso - OOAU";"Localização dos empreendimentos que utilizaram a OOAU.";"ooau,seuma";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Outros Tipos de Documentos SIM - 2015";"Este conjunto de dados contem outros tipos de documentos ( Sistema de Informações Municipais) - ref. 2015";"economia,governo";"2";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Ouvidoria do IPM";"Canal de comunicação de forma aberta para todos os usuários do IPM, que facilita e agiliza as manifestações.";"IPM,informações,ouvidoria";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PARCELAS PAGAS  MAIO  2023";"REPASSES FUNDO NACIONAL  PARA O FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL. ";"Assistência Social,Direitos Humanos e Cidadania";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"PARCELAS PAGAS - ABRIL - 2023";"PARCELAS PAGAS - ABRIL - 2023";"Assistência Social,Direitos Humanos e Cidadania";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PARCELAS PAGAS - ABRL - 2024";"PARCELAS PAGAS - ABRL - 2024";"Assistência Social";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"PARCELAS PAGAS - AGOSTO - 2023";"PARCELAS PAGAS - AGOSTO - 2023";"Assistência Social,Direitos Humanos e Cidadania";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PARCELAS PAGAS - FEVEREIRO - 2023";"PARCELAS PAGAS - FEVEREIRO - 2023";"Assistência Social,Direitos Humanos e Cidadania";"2";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PARCELAS PAGAS - FEVEREIRO - 2024";"PARCELAS PAGAS - FEVEREIRO - 2024";"Assistência Social";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"PARCELAS PAGAS - JANEIRO - 2023";"PARCELAS PAGAS - JANEIRO - 2023";"Assistência Social,Direitos Humanos e Cidadania";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PARCELAS PAGAS - JANEIRO - 2024";"PARCELAS PAGAS - JANEIRO - 2024";"Assistência Social";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PARCELAS PAGAS - JULHO - 2023";"PARCELAS PAGAS - JULHO - 2023";"Assistência Social,Direitos Humanos e Cidadania";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PARCELAS PAGAS - JULHO - 2024";"PARCELAS PAGAS - JULHO - 2024";"Assistência Social";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PARCELAS PAGAS - JUNHO - 2023";"REPASSES FUNDO NACIONAL  PARA O FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL. ";"Assistência Social,Direitos Humanos e Cidadania";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"PARCELAS PAGAS - JUNHO - 2024";"PARCELAS PAGAS - JUNHO - 2024";"Assistência Social";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PARCELAS PAGAS - MAIO - 2024";"PARCELAS PAGAS - MAIO - 2024";"Assistência Social";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PARCELAS PAGAS - MARÇO - 2023";"PARCELAS PAGAS - MARÇO - 2023";"Assistência Social,Direitos Humanos e Cidadania";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PARCELAS PAGAS - MARÇO - 2024";"PARCELAS PAGAS - MARÇO - 2024";"Assistência Social";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PARCELAS PAGAS - NOVEMBRO - 2023";"PARCELAS PAGAS - NOVEMBRO - 2023";"Assistência Social,Direitos Humanos e Cidadania";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PARCELAS PAGAS - OUTUBRO - 2023";"PARCELAS PAGAS - OUTUBRO - 2023";"Assistência Social,Direitos Humanos e Cidadania";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PARCELAS PAGAS - SETEMBRO - 2023";"PARCELAS PAGAS - SETEMBRO - 2023";"Assistência Social,Direitos Humanos e Cidadania";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PARCELAS PAGAS DEZEMBRO 2023";"PARCELAS PAGAS DEZEMBRO 2023";"Assistência Social,Direitos Humanos e Cidadania";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PARCERIAS E INFORMAÇÕES CONTRATUAIS  - ATLETA CIDADÃO LUTAS";"Este arquivo contém informações sobre as parcerias firmadas, tais como: número do edital, cnpj da empresa, valores repassados, dotação etc. ";"contratos,esporte,parcerias,secel";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"PARCERIAS E INFORMAÇÕES CONTRATUAIS - ATLETA CIDADÃO";"Este arquivo contém informações sobre as parcerias firmadas, tais como: número do edital, cnpj da empresa, valores repassados, dotação etc. ";"contratos,esporte,parcerias,secel";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PARCERIAS E INFORMAÇÕES CONTRATUAIS - ESPORTE SEM LIMITES";"Este arquivo contém informações sobre as parcerias firmadas, tais como: número do edital, cnpj da empresa, valores repassados, dotação etc. ";"contratos,esporte,parcerias,secel";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PARCERIAS E INFORMAÇÕES CONTRATUAIS - PROJETO COPA ARENA";"Este arquivo contém informações sobre as parcerias firmadas, tais como: número do edital, cnpj da empresa, valores repassados, dotação etc. ";"contratos,esporte,parcerias,secel";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PARCERIAS E TERMOS VIGENTES";"PARCERIAS E TERMOS VIGENTES";"Assistência Social";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA ACFOR";"Conjunto de Dados representando o Plano de Dados Abertos da ACFOR.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA AGEFIS";"Conjunto de Dados representando o Plano de Dados Abertos da AGEFIS.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA AMC";"Conjunto de Dados representando o Plano de Dados Abertos da AMC.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA CESPI";"Conjunto de Dados representando o Plano de Dados Abertos da CESPI.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA CGM";"Conjunto de Dados representando o Plano de Dados Abertos da CGM.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA CITINOVA";"Conjunto de Dados representando o Plano de Dados Abertos da CITINOVA.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA CLFOR";"Conjunto de Dados representando o Plano de Dados Abertos da CLFOR.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA COEPA";"Conjunto de Dados representando o Plano de Dados Abertos da COEPA.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA COESD";"Conjunto de Dados representando o Plano de Dados Abertos da COESD.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA ETUFOR";"Conjunto de Dados representando o Plano de Dados Abertos da ETUFOR.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA FUNCI";"Conjunto de Dados representando o Plano de Dados Abertos da FUNCI.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA GABPREF";"Conjunto de Dados representando o Plano de Dados Abertos do GABPREF";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA GABVICE";"Conjunto de Dados representando o Plano de Dados Abertos do GABVICE.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA GMF";"Conjunto de Dados representando o Plano de Dados Abertos da GMF.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA HABITAFOR";"Conjunto de Dados representando o Plano de Dados Abertos da HABITAFOR.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA IJF";"Conjunto de Dados representando o Plano de Dados Abertos do IJF.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA IMPARH";"Conjunto de Dados representando o Plano de Dados Abertos do IMPARH.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA IPEM";"Conjunto de Dados representando o Plano de Dados Abertos do IPEM.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA IPLANFOR";"Conjunto de Dados representando o Plano de Dados Abertos do IPLANFOR.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA IPM";"Conjunto de Dados representando o Plano de Dados Abertos do IPM";"pda";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"PDA PGM";"Conjunto de Dados representando o Plano de Dados Abertos da PGM";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA PROCON";"Conjunto de Dados representando o Plano de Dados Abertos do PROCON.";"pda";"1";"0";"18";"0"
"Prefeitura Municipal de Fortaleza";"PDA SCSP";"Conjunto de Dados representando o Plano de Dados Abertos da SCSP";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA SDE";"O presente instrumento tem por objetivo apresentar o Plano de Dados Abertos (PDA) da Secretaria Municipal de Desenvolvimento Econômico, tendo como intuito operacionalizar a Política de Dados Abertos da PMF.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA SDHDS";"Plano de Dados Abertos da Secretaria Municipal dos Direitos Humanos e Desenvolvimento Social.  ";"Assistência Social,Direitos Humanos e Cidadania";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"PDA SECEL";"Conjunto de Dados representando o Plano de Dados Abertos da SECEL.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA SECULTFOR";"Conjunto de Dados representando o Plano de Dados Abertos da SECULTFOR.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA SEFIN";"Conjunto de Dados representando o Plano de Dados Abertos da SEFIN.";"pda";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"PDA SEGER";"Conjunto de Dados representando o Plano de Dados Abertos da SEGER.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA SEGOV";"Conjunto de Dados representando o Plano de Dados Abertos da SEGOV.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA SEINF";"Conjunto de Dados representando o Plano de Dados Abertos da SEINF.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA SEJUV";"Conjunto de Dados representando o Plano de Dados Abertos da SEJUV.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA SEPOG";"Conjunto de Dados representando o Plano de Dados Abertos da SEPOG";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA SESEC";"Conjunto de Dados representando o Plano de Dados Abertos da SESEC.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA SETFOR";"Conjunto de Dados representando o Plano de Dados Abertos da SETFOR.
";"pda";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"PDA SEUMA";"Conjunto de Dados representando o Plano de Dados Abertos da SEUMA.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA SME";"Conjunto de Dados representando o Plano de Dados Abertos da SME.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PDA SMS";"Conjunto de Dados representando o Plano de Dados Abertos da SMS.";"pda";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"PDA URBFOR";"Conjunto de Dados representando o Plano de Dados Abertos da URBFOR.";"pda";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF  ZEIS Bom Jardim - Lotes - ZEIS Bom Jardim";"Mapa com informações cadastrais a respeito dos lotes existentes na ZEIS Bom Jardim, para elaboração do Plano Integrado de Regularização Fundiária elaborado pela Universidade Federal do Ceará, em 2019.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF  ZEIS Bom Jardim - Prop. Espaços Livres - ZEIS Bom Jardim";"Localização dos espaços livres, propostos pela equipe da Universidade Federal do Ceará, para o Plano Integrado de Regularização fundiária da Zeis Bom Jardim.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF  ZEIS Bom Jardim - Prop. Parques - ZEIS Bom Jardim";"Propostas de parques, propostos pela equipe da Universidade Federal do Ceará, para o Plano Integrado de Regularização fundiária da Zeis Bom Jardim.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF  ZEIS Bom Jardim - Prop. Reassentamento - ZEIS Bom Jardim";"Localização dos locais para reassentamentos, propostos pela equipe da Universidade Federal do Ceará, para o Plano Integrado de Regularização fundiária da Zeis Bom Jardim.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF  ZEIS Bom Jardim - Prop. Saneamento - ZEIS Bom Jardim";"Mapa da rede de saneamento, proposta pela equipe da Universidade Federal do Ceará, para o Plano Integrado de Regularização fundiária da Zeis Bom Jardim.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF  ZEIS Bom Jardim - Prop. Vias - ZEIS Bom Jardim";"Mapa com as vias, propostas pela equipe da Universidade Federal do Ceará, para o Plano Integrado de Regularização fundiária da Zeis Bom Jardim.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF  ZEIS Bom Jardim - Uso do Solo- ZEIS Bom Jardim";"Informações a respeito dos usos dos lotes existentes, a partir das informações coletadas e produzidas pela Universidade Federal do Ceará, como base para elaboração do Plano Integrado de Regularização Fundiária da ZEIS Bom Jardim.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Dionísio Torres - Lotes - ZEIS Dionísio Torres";"Mapa com informações cadastrais a respeito dos lotes existentes na ZEIS Dionísio Torres, para elaboração do Plano Integrado de Regularização Fundiária elaborado pela Universidade Federal do Ceará, em 2019.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Lagamar - Edificações Diagnóstico - Zeis Lagamar";"Diagnóstico das edificações, existentes no perímetro da ZEIS Lagamar, elaborado pela equipe da Universidade Estadual do Ceará, para o Plano Integrado de Regularização Fundiária.";"";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Lagamar - Edificações Plano Urb. - Zeis Lagamar";"Edificações na ZEIS Lagamar, propostas pela equipe de elaboração da Universidade Estadual do Ceará, para o Plano Integrado de Regularização Fundiária.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Lagamar - Equipamentos Propostos - Zeis Lagamar";"Equipamentos públicos propostos, pela equipe de elaboração da Universidade Estadual do Ceará, para o Plano Integrado de Regularização Fundiária da ZEIS Lagamar.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Lagamar - Lotes - Zeis Lagamar";"Mapa com informações cadastrais a respeito dos lotes existentes na ZEIS Lagamar, para elaboração do Plano Integrado de Regularização Fundiária elaborado pela Universidade Estadual do Ceará, em 2019.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Lagamar - Plataformas Flutuantes - Zeis Lagamar";"localização das Plataformas Flutuantes, propostas ela equipe de elaboração da Universidade Estadual do Ceará, para o Plano Integrado de Regularização Fundiária da ZEIS Lagamar.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Lagamar - Pontos de Deficiência - Zeis Lagamar";"Pontos de deficiência, no perímetro da ZEIS Lagamar, catalogados pela equipe de elaboração da Universidade Estadual do Ceará, para o Plano Integrado de Regularização Fundiária.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Lagamar - Praças - Zeis Lagamar";"Localização das praças existentes na ZEIS Lagamar.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Lagamar - Sistema Viário -  Zeis Lagamar";"Sistema viário existente, da ZEIS Lagamar, catalogados pela equipe de elaboração da Universidade Estadual do Ceará, para o Plano Integrado de Regularização Fundiária.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Lagamar - Vazios - Zeis Lagamar";"Localização dos vazios urbanos, no perímetro da ZEIS Lagamar, catalogados pela equipe de elaboração da Universidade Estadual do Ceará, para o Plano Integrado de Regularização Fundiária.";"";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Lagamar - Área de Alagamento - Zeis Lagamar";"Áreas de alagamento, existentes no perímetro da ZEIS Lagamar, catalogados pela equipe de elaboração da Universidade Estadual do Ceará, para o Plano Integrado de Regularização Fundiária.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Lagamar - Área de Realocação - Zeis Lagamar";"Áreas de realocação de moradores, no perímetro da ZEIS Lagamar, propostas pela equipe de elaboração da Universidade Estadual do Ceará, para o Plano Integrado de Regularização Fundiária.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Moura Brasil - Abrang. Cras - Zeis Moura Brasil";"Sem Informação";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Moura Brasil - Abrang. Escola - Zeis Moura Brasil";"Sem Informação";"";"1";"0";"0";"0"
